name,ingredients,diet,flavor,course,state,region,style,category,source
Black Palm Jaggery Latte,,,,,,,,recommended,swiggy_bangalore
Pecan Iced Shaken Espresso,,,,,,,,recommended,swiggy_bangalore
Choco Kunafa Pastry,,,,,,,,recommended,swiggy_bangalore
Brioche French Toast,,,,,,,,recommended,swiggy_bangalore
Amaranth Parfait,,,,,,,,recommended,swiggy_bangalore
Pav Bhaji Pull Apart,,,,,,,,recommended,swiggy_bangalore
Tofu Spinach Croissant Sandwich,,,,,,,,recommended,swiggy_bangalore
Blonde Latte,,,,,,,,recommended,swiggy_bangalore
Blonde Americano,,,,,,,,recommended,swiggy_bangalore
Blonde Cappuccino,,,,,,,,recommended,swiggy_bangalore
Blonde Almond Flat White,,,,,,,,recommended,swiggy_bangalore
Coffee Frappuccino,,,,,,,,recommended,swiggy_bangalore
Mocha  Frappuccino,,,,,,,,recommended,swiggy_bangalore
Java Chip Frappuccino.,,,,,,,,recommended,swiggy_bangalore
Belgium Chocolate Frappuccino,,,,,,,,recommended,swiggy_bangalore
Vanilla Cream Frappuccino,,,,,,,,recommended,swiggy_bangalore
Espresso Frappuccino,,,,,,,,recommended,swiggy_bangalore
Garden Fresh Pizza,,,,,,,,pizza,swiggy_bangalore
Evolved Plant Kebab Pizza (vegan),,,,,,,,pizza,swiggy_bangalore
Kadai Paneer Pizza,,,,,,,,pizza,swiggy_bangalore
Smoky Buratta Pizza,,,,,,,,pizza,swiggy_bangalore
Paneer Ghee Roast Pizza,,,,,,,,pizza,swiggy_bangalore
Corn Tikki Pizza (jain),,,,,,,,pizza,swiggy_bangalore
Sesame Lotus Stem Pizza,,,,,,,,pizza,swiggy_bangalore
Margherita Bocconcini Pizza,,,,,,,,pizza,swiggy_bangalore
Broccoli & Rocket Feta Pizza,,,,,,,,pizza,swiggy_bangalore
Mushroom And Spinach Pizza,,,,,,,,pizza,swiggy_bangalore
Cajun Jackfruit Pizza,,,,,,,,pizza,swiggy_bangalore
Paneer Buddha Bowl ( High Protein & Gluten Free ),,,,,,,,bowls,swiggy_bangalore
Falafel Mezze Bowl ( Vegan / High Protein ),,,,,,,,bowls,swiggy_bangalore
Zucchini Zoodles And Plant Based Kofta Bowl ( Vegan / High Protein ),,,,,,,,bowls,swiggy_bangalore
Rajma Rice Bowl ( High Protein / Gluten Free ),,,,,,,,bowls,swiggy_bangalore
Protein Pesarattu ( Gluten Free / High Protein ),,,,,,,,tiffins,swiggy_bangalore
Spinach Neer Dosa With Gassi ( Vegan / Jain / Gluten Free ),,,,,,,,tiffins,swiggy_bangalore
Masala Cheese Poori ( Jain ),,,,,,,,tiffins,swiggy_bangalore
Duo Of Black Rice & Red Rice Dosa ( Gluten Free ),,,,,,,,tiffins,swiggy_bangalore
Mutter Poori With Aloo Raseela ( No Onion / Garlic ),,,,,,,,tiffins,swiggy_bangalore
Wheat Pav With Sprout Bhaji,,,,,,,,tiffins,swiggy_bangalore
Millet Mangalore Buns ( Jain ),,,,,,,,tiffins,swiggy_bangalore
Carrot & Dill Paddu ( Vegan / Gluten Free ),,,,,,,,tiffins,swiggy_bangalore
Go Native Guntur Idli,,,,,,,,tiffins,swiggy_bangalore
Dim Sum Platter,,,,,,,,native table special's,swiggy_bangalore
Coconut Rice With Nenthran Moilee (vegan / Gluten Free),,,,,,,,native table special's,swiggy_bangalore
Pepper Roasted Oyster Mushroom ( Gluten Free ),,,,,,,,native table special's,swiggy_bangalore
Crispy Kulcha With Black Channa Masala,,,,,,,,native table special's,swiggy_bangalore
Paneer Ghee Roast Bites,,,,,,,,native table special's,swiggy_bangalore
Korean Garlic Bun,,,,,,,,native table special's,swiggy_bangalore
Harabara Sabudana Kebab ( Vegan / Gluten Free ),,,,,,,,small plates,swiggy_bangalore
Sweet Potato Mochi ( Gluten Free),,,,,,,,small plates,swiggy_bangalore
Evolved Burger Slider,,,,,,,,small plates,swiggy_bangalore
Paneer Sukkha ( High Protein ),,,,,,,,small plates,swiggy_bangalore
Go Native Chip N Dip Bowl ( Vegan ),,,,,,,,small plates,swiggy_bangalore
Beetroot Cheese Chops ( Vegan ),,,,,,,,small plates,swiggy_bangalore
Raw Mango And Four Bean Salad (vegan / High Protein),,,,,,,,salad,swiggy_bangalore
Mango And Quinoa Salad,,,,,,,,salad,swiggy_bangalore
Grape Cured Pear Salad (gluten Free / Jain),,,,,,,,salad,swiggy_bangalore
Wheat N Nut Salad ( Vegan ),,,,,,,,salad,swiggy_bangalore
Chocolate & Raspberry Trifle Cake,,,,,,,,desserts,swiggy_bangalore
Saffron Poach Pear With Mascarpone,,,,,,,,desserts,swiggy_bangalore
Go Native Jamun Rabri,,,,,,,,desserts,swiggy_bangalore
Mango Rasgulla,,,,,,,,desserts,swiggy_bangalore
Raw Banana And Evolved Plant Based Kofta Biryani,,,,,,,,biryani,swiggy_bangalore
Broad Bean And Lotus Stem Donne Biriyani (gluten Free),,,,,,,,biryani,swiggy_bangalore
Breadfruit Donne Biryani,,,,,,,,biryani,swiggy_bangalore
Sweet Potato And Sabudana Tikki Chaat ( Vegan & Gluten Free ),,,,,,,,chaats,swiggy_bangalore
Aloo Patta Layered Chaat,,,,,,,,chaats,swiggy_bangalore
Cauliflower Rice,,,,,,,,choice of rice,swiggy_bangalore
Jeera Rice (jain),,,,,,,,choice of rice,swiggy_bangalore
Saffron Pulao (jain),,,,,,,,choice of rice,swiggy_bangalore
Kashmiri Pulao,,,,,,,,choice of rice,swiggy_bangalore
Brown Rice (jain),,,,,,,,choice of rice,swiggy_bangalore
Coconut Rice (jain),,,,,,,,choice of rice,swiggy_bangalore
Curried Pumpkin & Coconut Soup ( Vegan ),,,,,,,,soup,swiggy_bangalore
Makkhai Badam Shorba ( Jain ),,,,,,,,soup,swiggy_bangalore
Tulsi Nimbenu Soup ( Vegan ),,,,,,,,soup,swiggy_bangalore
Bounty,,,,,,,,crafted coffee,swiggy_bangalore
Floral Potion,,,,,,,,crafted coffee,swiggy_bangalore
Salted Caramel & Espresso,,,,,,,,crafted coffee,swiggy_bangalore
Hunan Paneer Dry - Mini,,,,,,,,recommended,swiggy_bangalore
Hunan Paneer Dry - Full,,,,,,,,recommended,swiggy_bangalore
Schezwan Paneer Dry - Mini,,,,,,,,recommended,swiggy_bangalore
Schezwan Paneer Dry - Full,,,,,,,,recommended,swiggy_bangalore
Hunan Chicken Dry - Mini,,,,,,,,recommended,swiggy_bangalore
Hunan Chicken Dry - Full,,,,,,,,recommended,swiggy_bangalore
Schezwan Chicken Dry - Mini,,,,,,,,recommended,swiggy_bangalore
Schezwan Chicken Dry - Full,,,,,,,,recommended,swiggy_bangalore
Hunan Paneer Bowl,,,,,,,,recommended,swiggy_bangalore
Hunan Chicken Bowl,,,,,,,,recommended,swiggy_bangalore
Veg Chinese Fried Rice - Half (500 ml).,,,,,,,,recommended,swiggy_bangalore
Veg Chinese Hakka Noodles - Half (500 ml).,,,,,,,,recommended,swiggy_bangalore
Veg Chilli Garlic Noodles - Half (500 ml).,,,,,,,,recommended,swiggy_bangalore
Veg Schezwan Noodles - Half (500 ml).,,,,,,,,recommended,swiggy_bangalore
Chicken Fried Rice - Half (500 ml).,,,,,,,,recommended,swiggy_bangalore
Chicken Hakka Noodles - Half (500 ml).,,,,,,,,recommended,swiggy_bangalore
Chicken Chilli Garlic Noodles - Half (500 ml).,,,,,,,,recommended,swiggy_bangalore
Black forest Mousse Cake,,,,,,,,recommended,swiggy_bangalore
Salted Caramel Choco Mousse,,,,,,,,recommended,swiggy_bangalore
Veg Manchurian Pot Rice,,,,,,,,pot rice,swiggy_bangalore
Paneer Pot Rice,,,,,,,,pot rice,swiggy_bangalore
Chicken Pot Rice,,,,,,,,pot rice,swiggy_bangalore
Chocolate Mousse - Small,,,,,,,,dessert,swiggy_bangalore
Choco Lava,,,,,,,,dessert,swiggy_bangalore
Pepsi Pet Bottle,,,,,,,,drinks,swiggy_bangalore
7 Up,,,,,,,,drinks,swiggy_bangalore
Coolberg Peach,,,,,,,,drinks,swiggy_bangalore
Coolberg Cranberry,,,,,,,,drinks,swiggy_bangalore
Peach Ice Tea,,,,,,,,drinks,swiggy_bangalore
Aam Panna,,,,,,,,drinks,swiggy_bangalore
Masala Shikanji,,,,,,,,drinks,swiggy_bangalore
Lemon Ice Tea,,,,,,,,drinks,swiggy_bangalore
Water,,,,,,,,drinks,swiggy_bangalore
Crispy Noodles,,,,,,,,extra dip & crispy noodles,swiggy_bangalore
Extra Schezwan Dip,,,,,,,,extra dip & crispy noodles,swiggy_bangalore
Extra Mayo Dip,,,,,,,,extra dip & crispy noodles,swiggy_bangalore
Extra Sweet Chilli Dip,,,,,,,,extra dip & crispy noodles,swiggy_bangalore
Extra Momo Chutney,,,,,,,,extra dip & crispy noodles,swiggy_bangalore
Veg Hakka Noodles Bowl.,,,,,,,,recommended,swiggy_bangalore
Veg Chilli Garlic Noodles Bowl.,,,,,,,,recommended,swiggy_bangalore
Chicken Fried Rice Bowl.,,,,,,,,recommended,swiggy_bangalore
Chicken Chilli Garlic Fried Rice Bowl.,,,,,,,,recommended,swiggy_bangalore
Chicken Chilli Garlic Noodles Bowl.,,,,,,,,recommended,swiggy_bangalore
Veg Hakka Noodles Bowl,,,,,,,,recommended,swiggy_bangalore
Veg Chilli Garlic Noodles Bowl,,,,,,,,recommended,swiggy_bangalore
Chicken Fried Rice Bowl,,,,,,,,recommended,swiggy_bangalore
Chicken Chilli Garlic Fried Rice Bowl,,,,,,,,recommended,swiggy_bangalore
Chicken Chilli Garlic Noodles Bowl,,,,,,,,recommended,swiggy_bangalore
Veg Manchurian Bowl,,,,,,,,recommended,swiggy_bangalore
Chilli Paneer Bowl,,,,,,,,recommended,swiggy_bangalore
Black Pepper Chicken Bowl,,,,,,,,recommended,swiggy_bangalore
Chilli Chicken Bowl,,,,,,,,recommended,swiggy_bangalore
Chicken Manchurian Bowl,,,,,,,,recommended,swiggy_bangalore
Kung Pao Chicken Bowl,,,,,,,,recommended,swiggy_bangalore
Mutter Mushroom Dhaba Masala Rice Bowl,,,,,,,,recommended,swiggy_bangalore
Paneer Dhaba Masala Rice Bowl,,,,,,,,recommended,swiggy_bangalore
Extra Crispy Noodles,,,,,,,,extras,swiggy_bangalore
Schezwan Dip,,,,,,,,extras,swiggy_bangalore
Mayo Dip,,,,,,,,extras,swiggy_bangalore
Sweet Chilli Dip,,,,,,,,extras,swiggy_bangalore
Make Your Own Meal,,,,,,,,recommended,swiggy_bangalore
Paratha Chole Meal,,,,,,,,recommended,swiggy_bangalore
Punjabi Chole and Aloo Tamatar Meal,,,,,,,,recommended,swiggy_bangalore
Moong Dal Khichdi + Beans Poriyal + Curd + Pickle + Salad,,,,,,,,recommended,swiggy_bangalore
Egg Curry and Rajma Meal,,,,,,,,recommended,swiggy_bangalore
Chicken Curry and Yellow Dal Tadka Meal,,,,,,,,recommended,swiggy_bangalore
Dal Chawal,,,,,,,,recommended,swiggy_bangalore
Chole Chawal,,,,,,,,recommended,swiggy_bangalore
Kadhi Chawal,,,,,,,,recommended,swiggy_bangalore
Egg Curry Rice,,,,,,,,recommended,swiggy_bangalore
Chicken Curry Rice,,,,,,,,recommended,swiggy_bangalore
Tomato Pappu,,,,,,,,recommended,swiggy_bangalore
Yellow Dal Tadka,,,,,,,,recommended,swiggy_bangalore
Aloo Tamatar,,,,,,,,recommended,swiggy_bangalore
Beans Carrot Poriyal,,,,,,,,recommended,swiggy_bangalore
Rajma,,,,,,,,recommended,swiggy_bangalore
Punjabi Chole,,,,,,,,recommended,swiggy_bangalore
Egg Curry,,,,,,,,recommended,swiggy_bangalore
Pressure Cooker Chicken Curry,,,,,,,,recommended,swiggy_bangalore
Dhaba Style Yellow Dal Tadka and Aloo Tamatar Meal,,,,,,,,value meals,swiggy_bangalore
Aloo Tamatar Rice,,,,,,,,homely rice meals,swiggy_bangalore
Palak Masoor Dal Chawal,,,,,,,,homely rice meals,swiggy_bangalore
Rajma Chawal,,,,,,,,homely rice meals,swiggy_bangalore
Palak Masoor Dal,,,,,,,,dal & sabzi,swiggy_bangalore
Brown Jeera Rice,,,,,,,,roti & rice,swiggy_bangalore
Saffron Rice,,,,,,,,roti & rice,swiggy_bangalore
Biryani Rice,,,,,,,,roti & rice,swiggy_bangalore
Tawa Roti Chapati (4 Pcs),,,,,,,,roti & rice,swiggy_bangalore
Laccha Paratha (2 pcs),,,,,,,,roti & rice,swiggy_bangalore
Whole Wheat Laccha Paratha (2 pcs),,,,,,,,roti & rice,swiggy_bangalore
Steamed Rice,,,,,,,,roti & rice,swiggy_bangalore
Matar Pulao,,,,,,,,roti & rice,swiggy_bangalore
Moong Dal Khichdi + Curd + Pickle + Papad,,,,,,,,khichdi & flavoured rice,swiggy_bangalore
Palak Khichdi + Curd + Pickle + Papad,,,,,,,,khichdi & flavoured rice,swiggy_bangalore
Aloo Pyaaz Paratha (2 pcs) with Curd & Pickle,,,,,,,,paratha corner,swiggy_bangalore
Aloo Paratha (2 pcs) with Curd and Pickle,,,,,,,,paratha corner,swiggy_bangalore
Mixed Veg Paratha (2 pcs) with Curd and Pickle,,,,,,,,paratha corner,swiggy_bangalore
Gulab Jamun (2 pcs),,,,,,,,desserts,swiggy_bangalore
Rasgulla (2 pcs),,,,,,,,desserts,swiggy_bangalore
Banana Chips,,,,,,,,crunchy value sides,swiggy_bangalore
Stuffed Garlic Bread - Classic,,,,,,,,recommended,swiggy_bangalore
Stuffed Garlic Bread with Sun-dried Tomatoes,,,,,,,,recommended,swiggy_bangalore
Stuffed Garlic Bread With Truffled Oyster Mushroom,,,,,,,,recommended,swiggy_bangalore
Stuffed Garlic Bread with Chicken & Sun-dried Tomatoes,,,,,,,,recommended,swiggy_bangalore
Stuffed Garlic Bread with Pepperoni,,,,,,,,recommended,swiggy_bangalore
Popo's Veggie Delight Pizza,,,,,,,,recommended,swiggy_bangalore
Chilli Pomodoro Pizza,,,,,,,,recommended,swiggy_bangalore
Truffle Funghi Misti Pizza,,,,,,,,recommended,swiggy_bangalore
Diavola Veg Pizza,,,,,,,,recommended,swiggy_bangalore
Vegan Sicilia Pizza by Chef Sarah,,,,,,,,recommended,swiggy_bangalore
Spicy Chicken Cafreal Pizza by Chef Rhea (New),,,,,,,,recommended,swiggy_bangalore
Chicken Pizzaiola,,,,,,,,recommended,swiggy_bangalore
Peri Peri Chicken Pizza,,,,,,,,recommended,swiggy_bangalore
The Hellboy Pizza,,,,,,,,recommended,swiggy_bangalore
Pig Out Pizza,,,,,,,,recommended,swiggy_bangalore
Spinach & Ricotta Ravioli (7 pieces),,,,,,,,recommended,swiggy_bangalore
Mac & Cheese with Sun-dried Tomatoes,,,,,,,,recommended,swiggy_bangalore
Watermelon & Feta Salad,,,,,,,,recommended,swiggy_bangalore
Cajun Spiced Fries with Dips,,,,,,,,recommended,swiggy_bangalore
Hummus & Pita with Olives,,,,,,,,recommended,swiggy_bangalore
Garlic Aioli 50ml,,,,,,,,garlic aioli dip!,swiggy_bangalore
Sourdough Clouds with Warm Dipping Chocolate,,,,,,,,desserts,swiggy_bangalore
Oreo Shake,,,,,,,,shakes,swiggy_bangalore
Watermelon & Mint (fresh Juice),,,,,,,,cold drinks,swiggy_bangalore
Home-made Ginger Ale,,,,,,,,cold drinks,swiggy_bangalore
